Sun May 12 21:06:57, NORTH ENTRY, 31.0 °C
Sun May 12 21:14:29, WEST ENTRY, 26.0 °C

Sun May 12 21:14:29, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:29, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:29, EAST ENTRY, 26.0 °C

Sun May 12 21:14:29, WEST ENTRY, 26.0 °C

Sun May 12 21:14:29, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:30, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:30, EAST ENTRY, 21.0 °C

Sun May 12 21:14:30, WEST ENTRY, 21.0 °C

Sun May 12 21:14:30, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:30, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:30, EAST ENTRY, 21.0 °C

Sun May 12 21:14:30, WEST ENTRY, 21.0 °C

Sun May 12 21:14:30, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:31, NORTH ENTRY, 24.0 °C

Sun May 12 21:14:31, EAST ENTRY, 24.0 °C

Sun May 12 21:14:31, WEST ENTRY, 24.0 °C

Sun May 12 21:14:31, SOUTH ENTRY, 24.0 °C

Sun May 12 21:14:31, NORTH ENTRY, 24.0 °C

Sun May 12 21:14:31, EAST ENTRY, 24.0 °C

Sun May 12 21:14:31, WEST ENTRY, 24.0 °C

Sun May 12 21:14:31, SOUTH ENTRY, 24.0 °C

Sun May 12 21:14:32, NORTH ENTRY, 20.0 °C

Sun May 12 21:14:32, EAST ENTRY, 20.0 °C

Sun May 12 21:14:32, WEST ENTRY, 20.0 °C

Sun May 12 21:14:32, SOUTH ENTRY, 20.0 °C

Sun May 12 21:14:32, NORTH ENTRY, 20.0 °C

Sun May 12 21:14:32, EAST ENTRY, 20.0 °C

Sun May 12 21:14:32, WEST ENTRY, 20.0 °C

Sun May 12 21:14:32, SOUTH ENTRY, 20.0 °C

Sun May 12 21:14:33, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:33, EAST ENTRY, 32.0 °C

Sun May 12 21:14:33, WEST ENTRY, 32.0 °C

Sun May 12 21:14:33, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:33, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:33, EAST ENTRY, 32.0 °C

Sun May 12 21:14:33, WEST ENTRY, 32.0 °C

Sun May 12 21:14:33, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:34, NORTH ENTRY, 34.0 °C

Sun May 12 21:14:34, EAST ENTRY, 34.0 °C

Sun May 12 21:14:34, WEST ENTRY, 34.0 °C

Sun May 12 21:14:34, SOUTH ENTRY, 34.0 °C

Sun May 12 21:14:34, NORTH ENTRY, 34.0 °C

Sun May 12 21:14:34, EAST ENTRY, 34.0 °C

Sun May 12 21:14:34, WEST ENTRY, 34.0 °C

Sun May 12 21:14:34, SOUTH ENTRY, 34.0 °C

Sun May 12 21:14:35, NORTH ENTRY, 16.0 °C

Sun May 12 21:14:35, EAST ENTRY, 16.0 °C

Sun May 12 21:14:35, WEST ENTRY, 16.0 °C

Sun May 12 21:14:35, SOUTH ENTRY, 16.0 °C

Sun May 12 21:14:35, NORTH ENTRY, 16.0 °C

Sun May 12 21:14:35, EAST ENTRY, 16.0 °C

Sun May 12 21:14:35, WEST ENTRY, 16.0 °C

Sun May 12 21:14:35, SOUTH ENTRY, 16.0 °C

Sun May 12 21:14:36, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:36, EAST ENTRY, 19.0 °C

Sun May 12 21:14:36, WEST ENTRY, 19.0 °C

Sun May 12 21:14:36, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:36, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:36, EAST ENTRY, 19.0 °C

Sun May 12 21:14:36, WEST ENTRY, 19.0 °C

Sun May 12 21:14:36, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:37, NORTH ENTRY, 30.0 °C

Sun May 12 21:14:37, EAST ENTRY, 30.0 °C

Sun May 12 21:14:37, WEST ENTRY, 30.0 °C

Sun May 12 21:14:37, SOUTH ENTRY, 30.0 °C

Sun May 12 21:14:37, NORTH ENTRY, 30.0 °C

Sun May 12 21:14:37, EAST ENTRY, 30.0 °C

Sun May 12 21:14:37, WEST ENTRY, 30.0 °C

Sun May 12 21:14:37, SOUTH ENTRY, 30.0 °C

Sun May 12 21:14:38, NORTH ENTRY, 22.0 °C

Sun May 12 21:14:38, EAST ENTRY, 22.0 °C

Sun May 12 21:14:38, WEST ENTRY, 22.0 °C

Sun May 12 21:14:38, SOUTH ENTRY, 22.0 °C

Sun May 12 21:14:38, NORTH ENTRY, 22.0 °C

Sun May 12 21:14:38, EAST ENTRY, 22.0 °C

Sun May 12 21:14:38, WEST ENTRY, 22.0 °C

Sun May 12 21:14:38, SOUTH ENTRY, 22.0 °C

Sun May 12 21:14:39, NORTH ENTRY, 22.0 °C

Sun May 12 21:14:39, EAST ENTRY, 22.0 °C

Sun May 12 21:14:39, WEST ENTRY, 22.0 °C

Sun May 12 21:14:39, SOUTH ENTRY, 22.0 °C

Sun May 12 21:14:39, NORTH ENTRY, 22.0 °C

Sun May 12 21:14:39, EAST ENTRY, 22.0 °C

Sun May 12 21:14:39, WEST ENTRY, 22.0 °C

Sun May 12 21:14:39, SOUTH ENTRY, 22.0 °C

Sun May 12 21:14:40, NORTH ENTRY, 28.0 °C

Sun May 12 21:14:40, EAST ENTRY, 28.0 °C

Sun May 12 21:14:40, WEST ENTRY, 28.0 °C

Sun May 12 21:14:40, SOUTH ENTRY, 28.0 °C

Sun May 12 21:14:40, NORTH ENTRY, 28.0 °C

Sun May 12 21:14:40, EAST ENTRY, 28.0 °C

Sun May 12 21:14:40, WEST ENTRY, 28.0 °C

Sun May 12 21:14:40, SOUTH ENTRY, 28.0 °C

Sun May 12 21:14:41, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:41, EAST ENTRY, 36.0 °C

Sun May 12 21:14:41, WEST ENTRY, 36.0 °C

Sun May 12 21:14:41, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:41, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:41, EAST ENTRY, 36.0 °C

Sun May 12 21:14:41, WEST ENTRY, 36.0 °C

Sun May 12 21:14:41, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:42, NORTH ENTRY, 23.0 °C

Sun May 12 21:14:42, EAST ENTRY, 23.0 °C

Sun May 12 21:14:42, WEST ENTRY, 23.0 °C

Sun May 12 21:14:42, SOUTH ENTRY, 23.0 °C

Sun May 12 21:14:42, NORTH ENTRY, 23.0 °C

Sun May 12 21:14:42, EAST ENTRY, 23.0 °C

Sun May 12 21:14:42, WEST ENTRY, 23.0 °C

Sun May 12 21:14:42, SOUTH ENTRY, 23.0 °C

Sun May 12 21:14:43, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:43, EAST ENTRY, 18.0 °C

Sun May 12 21:14:43, WEST ENTRY, 18.0 °C

Sun May 12 21:14:43, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:43, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:43, EAST ENTRY, 18.0 °C

Sun May 12 21:14:43, WEST ENTRY, 18.0 °C

Sun May 12 21:14:43, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:44, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:44, EAST ENTRY, 27.0 °C

Sun May 12 21:14:44, WEST ENTRY, 27.0 °C

Sun May 12 21:14:44, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:44, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:44, EAST ENTRY, 27.0 °C

Sun May 12 21:14:44, WEST ENTRY, 27.0 °C

Sun May 12 21:14:44, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:45, NORTH ENTRY, 28.0 °C

Sun May 12 21:14:45, EAST ENTRY, 28.0 °C

Sun May 12 21:14:45, WEST ENTRY, 28.0 °C

Sun May 12 21:14:45, SOUTH ENTRY, 28.0 °C

Sun May 12 21:14:45, NORTH ENTRY, 28.0 °C

Sun May 12 21:14:45, EAST ENTRY, 28.0 °C

Sun May 12 21:14:45, WEST ENTRY, 28.0 °C

Sun May 12 21:14:45, SOUTH ENTRY, 28.0 °C

Sun May 12 21:14:46, NORTH ENTRY, 23.0 °C

Sun May 12 21:14:46, EAST ENTRY, 23.0 °C

Sun May 12 21:14:46, WEST ENTRY, 23.0 °C

Sun May 12 21:14:46, SOUTH ENTRY, 23.0 °C

Sun May 12 21:14:46, NORTH ENTRY, 23.0 °C

Sun May 12 21:14:46, EAST ENTRY, 23.0 °C

Sun May 12 21:14:46, WEST ENTRY, 23.0 °C

Sun May 12 21:14:46, SOUTH ENTRY, 23.0 °C

Sun May 12 21:14:47, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:47, EAST ENTRY, 21.0 °C

Sun May 12 21:14:47, WEST ENTRY, 21.0 °C

Sun May 12 21:14:47, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:47, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:47, EAST ENTRY, 21.0 °C

Sun May 12 21:14:47, WEST ENTRY, 21.0 °C

Sun May 12 21:14:47, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:48, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:48, EAST ENTRY, 19.0 °C

Sun May 12 21:14:48, WEST ENTRY, 19.0 °C

Sun May 12 21:14:48, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:48, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:48, EAST ENTRY, 19.0 °C

Sun May 12 21:14:48, WEST ENTRY, 19.0 °C

Sun May 12 21:14:48, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:49, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:49, EAST ENTRY, 19.0 °C

Sun May 12 21:14:49, WEST ENTRY, 19.0 °C

Sun May 12 21:14:49, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:49, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:49, EAST ENTRY, 19.0 °C

Sun May 12 21:14:49, WEST ENTRY, 19.0 °C

Sun May 12 21:14:49, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:50, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:50, EAST ENTRY, 18.0 °C

Sun May 12 21:14:50, WEST ENTRY, 18.0 °C

Sun May 12 21:14:50, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:50, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:50, EAST ENTRY, 18.0 °C

Sun May 12 21:14:50, WEST ENTRY, 18.0 °C

Sun May 12 21:14:50, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:51, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:51, EAST ENTRY, 19.0 °C

Sun May 12 21:14:51, WEST ENTRY, 19.0 °C

Sun May 12 21:14:51, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:51, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:51, EAST ENTRY, 19.0 °C

Sun May 12 21:14:51, WEST ENTRY, 19.0 °C

Sun May 12 21:14:51, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:52, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:52, EAST ENTRY, 32.0 °C

Sun May 12 21:14:52, WEST ENTRY, 32.0 °C

Sun May 12 21:14:52, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:52, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:52, EAST ENTRY, 32.0 °C

Sun May 12 21:14:52, WEST ENTRY, 32.0 °C

Sun May 12 21:14:52, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:53, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:53, EAST ENTRY, 27.0 °C

Sun May 12 21:14:53, WEST ENTRY, 27.0 °C

Sun May 12 21:14:53, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:53, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:53, EAST ENTRY, 27.0 °C

Sun May 12 21:14:53, WEST ENTRY, 27.0 °C

Sun May 12 21:14:53, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:54, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:54, EAST ENTRY, 36.0 °C

Sun May 12 21:14:54, WEST ENTRY, 36.0 °C

Sun May 12 21:14:54, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:54, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:54, EAST ENTRY, 36.0 °C

Sun May 12 21:14:54, WEST ENTRY, 36.0 °C

Sun May 12 21:14:54, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:55, NORTH ENTRY, 29.0 °C

Sun May 12 21:14:55, EAST ENTRY, 29.0 °C

Sun May 12 21:14:55, WEST ENTRY, 29.0 °C

Sun May 12 21:14:55, SOUTH ENTRY, 29.0 °C

Sun May 12 21:14:55, NORTH ENTRY, 29.0 °C

Sun May 12 21:14:55, EAST ENTRY, 29.0 °C

Sun May 12 21:14:55, WEST ENTRY, 29.0 °C

Sun May 12 21:14:55, SOUTH ENTRY, 29.0 °C

Sun May 12 21:14:56, NORTH ENTRY, 31.0 °C

Sun May 12 21:14:56, EAST ENTRY, 31.0 °C

Sun May 12 21:14:56, WEST ENTRY, 31.0 °C

Sun May 12 21:14:56, SOUTH ENTRY, 31.0 °C

Sun May 12 21:14:56, NORTH ENTRY, 31.0 °C

Sun May 12 21:14:56, EAST ENTRY, 31.0 °C

Sun May 12 21:14:56, WEST ENTRY, 31.0 °C

Sun May 12 21:14:56, SOUTH ENTRY, 31.0 °C

Sun May 12 21:14:57, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:57, EAST ENTRY, 36.0 °C

Sun May 12 21:14:57, WEST ENTRY, 36.0 °C

Sun May 12 21:14:57, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:57, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:57, EAST ENTRY, 36.0 °C

Sun May 12 21:14:57, WEST ENTRY, 36.0 °C

Sun May 12 21:14:57, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:58, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:58, EAST ENTRY, 26.0 °C

Sun May 12 21:14:58, WEST ENTRY, 26.0 °C

Sun May 12 21:14:58, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:58, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:58, EAST ENTRY, 26.0 °C

Sun May 12 21:14:58, WEST ENTRY, 26.0 °C

Sun May 12 21:14:58, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:59, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:59, EAST ENTRY, 19.0 °C

Sun May 12 21:14:59, WEST ENTRY, 19.0 °C

Sun May 12 21:14:59, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:59, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:59, EAST ENTRY, 19.0 °C

Sun May 12 21:14:59, WEST ENTRY, 19.0 °C

Sun May 12 21:14:59, SOUTH ENTRY, 19.0 °C

Sun May 12 21:15:00, NORTH ENTRY, 17.0 °C

Sun May 12 21:15:00, EAST ENTRY, 17.0 °C

Sun May 12 21:15:00, WEST ENTRY, 17.0 °C

Sun May 12 21:15:00, SOUTH ENTRY, 17.0 °C

Sun May 12 21:15:00, NORTH ENTRY, 17.0 °C

Sun May 12 21:15:00, EAST ENTRY, 17.0 °C

Sun May 12 21:15:00, WEST ENTRY, 17.0 °C

Sun May 12 21:15:00, SOUTH ENTRY, 17.0 °C

Sun May 12 21:15:01, NORTH ENTRY, 26.0 °C

Sun May 12 21:15:01, EAST ENTRY, 26.0 °C

Sun May 12 21:15:01, WEST ENTRY, 26.0 °C

Sun May 12 21:15:01, SOUTH ENTRY, 26.0 °C

Sun May 12 21:15:01, NORTH ENTRY, 26.0 °C

Sun May 12 21:15:01, EAST ENTRY, 26.0 °C

Sun May 12 21:15:01, WEST ENTRY, 26.0 °C

Sun May 12 21:15:01, SOUTH ENTRY, 26.0 °C

Sun May 12 21:15:02, NORTH ENTRY, 19.0 °C

Sun May 12 21:15:02, EAST ENTRY, 19.0 °C

Sun May 12 21:15:02, WEST ENTRY, 19.0 °C

Sun May 12 21:15:02, SOUTH ENTRY, 19.0 °C

Sun May 12 21:15:02, NORTH ENTRY, 19.0 °C

Sun May 12 21:15:02, EAST ENTRY, 19.0 °C

Sun May 12 21:15:02, WEST ENTRY, 19.0 °C

Sun May 12 21:15:02, SOUTH ENTRY, 19.0 °C

Sun May 12 21:15:03, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:03, EAST ENTRY, 31.0 °C

Sun May 12 21:15:03, WEST ENTRY, 31.0 °C

Sun May 12 21:15:03, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:03, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:03, EAST ENTRY, 31.0 °C

Sun May 12 21:15:03, WEST ENTRY, 31.0 °C

Sun May 12 21:15:03, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:04, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:04, EAST ENTRY, 34.0 °C

Sun May 12 21:15:04, WEST ENTRY, 34.0 °C

Sun May 12 21:15:04, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:04, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:04, EAST ENTRY, 34.0 °C

Sun May 12 21:15:04, WEST ENTRY, 34.0 °C

Sun May 12 21:15:04, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:05, NORTH ENTRY, 35.0 °C

Sun May 12 21:15:05, EAST ENTRY, 35.0 °C

Sun May 12 21:15:05, WEST ENTRY, 35.0 °C

Sun May 12 21:15:05, SOUTH ENTRY, 35.0 °C

Sun May 12 21:15:05, NORTH ENTRY, 35.0 °C

Sun May 12 21:15:05, EAST ENTRY, 35.0 °C

Sun May 12 21:15:05, WEST ENTRY, 35.0 °C

Sun May 12 21:15:05, SOUTH ENTRY, 35.0 °C

Sun May 12 21:15:06, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:06, EAST ENTRY, 37.0 °C

Sun May 12 21:15:06, WEST ENTRY, 37.0 °C

Sun May 12 21:15:06, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:06, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:06, EAST ENTRY, 37.0 °C

Sun May 12 21:15:06, WEST ENTRY, 37.0 °C

Sun May 12 21:15:06, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:07, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:07, EAST ENTRY, 20.0 °C

Sun May 12 21:15:07, WEST ENTRY, 20.0 °C

Sun May 12 21:15:07, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:07, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:07, EAST ENTRY, 20.0 °C

Sun May 12 21:15:07, WEST ENTRY, 20.0 °C

Sun May 12 21:15:07, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:08, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:08, EAST ENTRY, 25.0 °C

Sun May 12 21:15:08, WEST ENTRY, 25.0 °C

Sun May 12 21:15:08, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:08, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:08, EAST ENTRY, 25.0 °C

Sun May 12 21:15:08, WEST ENTRY, 25.0 °C

Sun May 12 21:15:08, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:09, NORTH ENTRY, 24.0 °C

Sun May 12 21:15:09, EAST ENTRY, 24.0 °C

Sun May 12 21:15:09, WEST ENTRY, 24.0 °C

Sun May 12 21:15:09, SOUTH ENTRY, 24.0 °C

Sun May 12 21:15:10, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:10, EAST ENTRY, 36.0 °C

Sun May 12 21:15:10, WEST ENTRY, 36.0 °C

Sun May 12 21:15:10, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:10, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:10, EAST ENTRY, 36.0 °C

Sun May 12 21:15:10, WEST ENTRY, 36.0 °C

Sun May 12 21:15:10, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:11, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:11, EAST ENTRY, 34.0 °C

Sun May 12 21:15:11, WEST ENTRY, 34.0 °C

Sun May 12 21:15:11, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:12, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:12, EAST ENTRY, 20.0 °C

Sun May 12 21:15:12, WEST ENTRY, 20.0 °C

Sun May 12 21:15:12, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:12, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:12, EAST ENTRY, 20.0 °C

Sun May 12 21:15:12, WEST ENTRY, 20.0 °C

Sun May 12 21:15:12, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:13, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:13, EAST ENTRY, 37.0 °C

Sun May 12 21:15:13, WEST ENTRY, 37.0 °C

Sun May 12 21:15:13, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:14, NORTH ENTRY, 33.0 °C

Sun May 12 21:15:14, EAST ENTRY, 33.0 °C

Sun May 12 21:15:14, WEST ENTRY, 33.0 °C

Sun May 12 21:15:14, SOUTH ENTRY, 33.0 °C

Sun May 12 21:15:14, NORTH ENTRY, 33.0 °C

Sun May 12 21:15:14, EAST ENTRY, 33.0 °C

Sun May 12 21:15:14, WEST ENTRY, 33.0 °C

Sun May 12 21:15:14, SOUTH ENTRY, 33.0 °C

Sun May 12 21:15:15, NORTH ENTRY, 35.0 °C

Sun May 12 21:15:15, EAST ENTRY, 35.0 °C

Sun May 12 21:15:15, WEST ENTRY, 35.0 °C

Sun May 12 21:15:15, SOUTH ENTRY, 35.0 °C

Sun May 12 21:15:16, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:16, EAST ENTRY, 30.0 °C

Sun May 12 21:15:16, WEST ENTRY, 30.0 °C

Sun May 12 21:15:16, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:16, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:16, EAST ENTRY, 30.0 °C

Sun May 12 21:15:16, WEST ENTRY, 30.0 °C

Sun May 12 21:15:16, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:17, NORTH ENTRY, 28.0 °C

Sun May 12 21:15:17, EAST ENTRY, 28.0 °C

Sun May 12 21:15:17, WEST ENTRY, 28.0 °C

Sun May 12 21:15:17, SOUTH ENTRY, 28.0 °C

Sun May 12 21:15:18, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:18, EAST ENTRY, 37.0 °C

Sun May 12 21:15:18, WEST ENTRY, 37.0 °C

Sun May 12 21:15:18, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:18, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:18, EAST ENTRY, 37.0 °C

Sun May 12 21:15:18, WEST ENTRY, 37.0 °C

Sun May 12 21:15:18, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:19, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:19, EAST ENTRY, 31.0 °C

Sun May 12 21:15:19, WEST ENTRY, 31.0 °C

Sun May 12 21:15:19, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:20, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:20, EAST ENTRY, 30.0 °C

Sun May 12 21:15:20, WEST ENTRY, 30.0 °C

Sun May 12 21:15:20, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:20, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:20, EAST ENTRY, 30.0 °C

Sun May 12 21:15:20, WEST ENTRY, 30.0 °C

Sun May 12 21:15:20, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:21, NORTH ENTRY, 26.0 °C

Sun May 12 21:15:21, EAST ENTRY, 26.0 °C

Sun May 12 21:15:21, WEST ENTRY, 26.0 °C

Sun May 12 21:15:21, SOUTH ENTRY, 26.0 °C

Sun May 12 21:15:22, NORTH ENTRY, 17.0 °C

Sun May 12 21:15:22, EAST ENTRY, 17.0 °C

Sun May 12 21:15:22, WEST ENTRY, 17.0 °C

Sun May 12 21:15:22, SOUTH ENTRY, 17.0 °C

Sun May 12 21:15:22, NORTH ENTRY, 17.0 °C

Sun May 12 21:15:22, EAST ENTRY, 17.0 °C

Sun May 12 21:15:22, WEST ENTRY, 17.0 °C

Sun May 12 21:15:22, SOUTH ENTRY, 17.0 °C

Sun May 12 21:15:23, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:23, EAST ENTRY, 34.0 °C

Sun May 12 21:15:23, WEST ENTRY, 34.0 °C

Sun May 12 21:15:23, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:24, NORTH ENTRY, 18.0 °C

Sun May 12 21:15:24, EAST ENTRY, 18.0 °C

Sun May 12 21:15:24, WEST ENTRY, 18.0 °C

Sun May 12 21:15:24, SOUTH ENTRY, 18.0 °C

Sun May 12 21:15:24, NORTH ENTRY, 18.0 °C

Sun May 12 21:15:24, EAST ENTRY, 18.0 °C

Sun May 12 21:15:24, WEST ENTRY, 18.0 °C

Sun May 12 21:15:24, SOUTH ENTRY, 18.0 °C

Sun May 12 21:15:25, NORTH ENTRY, 19.0 °C

Sun May 12 21:15:25, EAST ENTRY, 19.0 °C

Sun May 12 21:15:25, WEST ENTRY, 19.0 °C

Sun May 12 21:15:25, SOUTH ENTRY, 19.0 °C

Sun May 12 21:15:26, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:26, EAST ENTRY, 25.0 °C

Sun May 12 21:15:26, WEST ENTRY, 25.0 °C

Sun May 12 21:15:26, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:26, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:26, EAST ENTRY, 25.0 °C

Sun May 12 21:15:26, WEST ENTRY, 25.0 °C

Sun May 12 21:15:26, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:27, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:27, EAST ENTRY, 31.0 °C

Sun May 12 21:15:27, WEST ENTRY, 31.0 °C

Sun May 12 21:15:27, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:28, NORTH ENTRY, 24.0 °C

Sun May 12 21:15:28, EAST ENTRY, 24.0 °C

Sun May 12 21:15:28, WEST ENTRY, 24.0 °C

Sun May 12 21:15:28, SOUTH ENTRY, 24.0 °C

Sun May 12 21:15:28, NORTH ENTRY, 24.0 °C

Sun May 12 21:15:28, EAST ENTRY, 24.0 °C

Sun May 12 21:15:28, WEST ENTRY, 24.0 °C

Sun May 12 21:15:28, SOUTH ENTRY, 24.0 °C

Sun May 12 21:15:29, NORTH ENTRY, 33.0 °C

Sun May 12 21:15:29, EAST ENTRY, 33.0 °C
